tweets,type,class
امين ازين ربي يخليك ان شاء الله ربي يدير شي تاويل ديال لخير,positive,dialectal
الله يوفقها ويسهل عليها غير قوليلها تبقى تمشي مع جماعة حيت بوحدها را صعيب لحال انا كون نلقى معامن نمشي فصباح منهزش الهم هادشي مغيحسش بيه شي واحد غير سامع,positive,dialectal
تويت ديالك درت بيه سكرين بكتر ما عجبني,positive,dialectal
امين ربي يخليك,positive,dialectal
لهلا يخطيكم ,positive,dialectal
امين ياربي ربي يحفظك,positive,dialectal
شي عقليات حارو فيها العلماء اختي,negative,dialectal
شي حاجة كتر من مريض,negative,dialectal
يكون خير اخاي شكرا,positive,dialectal
طلعت لينا راحة فراس اخويا الملل و حدم الشعور بالراحة النفسية,negative,dialectal
يعطيك الصحة,positive,dialectal
الله يحفظك خويا محسن,positive,dialectal
 تشبيه واعر,positive,dialectal
الله يعطيك الصحة ,positive,dialectal
راه تنضحك ,positive,dialectal
لهلا يخطيك وصافي,positive,dialectal
كيعجبوني الاباء لي كيربيو ولادهم على الشخصية القوية,positive,dialectal
فينا دعوة الخير صراحة,positive,dialectal
خليك ليلي ,positive,dialectal
يختي على لي تيرفعلي لمعنويات,positive,dialectal
الله يحفظك ازين حنا وياكم ان شاء الله,positive,dialectal
طيرتيني خصنا نشوفولك مع الادارة واش يدوزوك,positive,dialectal
نتي معندكش امل كاااع,negative,dialectal
على هاد لحساب غنبقى بايرة للابد ,negative,dialectal
الله ياخد فيكم الحق اش درتو فولدي,negative,dialectal
ماشي قضية حرية شخصية هادي هتدي قضية نفاق سياسي اجتماعي اخاطب بشئ واقوم بشيئ عكسه تماما قناعاتي في المغرب شيئ وفي فرنسا شيئ اخر الخ,negative,dialectal
عندك زهر,positive,dialectal
جيل منحوس ياختي,negative,dialectal
ياودي غير خلينا ساكتين,negative,dialectal
سنة سعيدة ختي,positive,dialectal
علينا وعليكم عزيزتي بدوام الخير والسعادة والامان وراحة البال,positive,dialectal
وانتي بالف خير ليمو ربي يدخل عليك السنة الجديدة بكل شي حلو,positive,dialectal
كل عام وانتي بالف خير ربي يدخل عليك هاد لعام ببزاف ديال الفرحات,positive,dialectal
علينا وعليك خويا ريي يخليك,positive,dialectal
ميمكنش ننعس مع هاد لحريق,negative,dialectal
الله يوفقك,positive,dialectal
زوينة غادي نبدا بيها,positive,dialectal
 غير تنضحك,positive,dialectal
حتى حاجة ماصعيبة تعلم اش تتسنىبالتوفيق,positive,dialectal
ياحبيبي الله يصبرك ,positive,dialectal
الله يهديك اعصام الله يهديك,negative,dialectal
هو يستاهل وحنا مالين الخير,positive,dialectal
بلعكس زوينين,positive,dialectal
 في حصة التربية البدنية طحت طيحة خايبة على ضهري حتى خرجت ليا الكشكوشة كون ما الاسعافات الاولية ديال الاستاذ كون الله يرحمني,negative,dialectal
مزال دعاوي لمغاربة راهم كيخرجو فيه,positive,dialectal
الله بكمل بالخير,positive,dialectal
خيرنا ما يديه غيرنا,positive,dialectal
الله يرزق غا صحة وسلامة حتى نتا,positive,dialectal
مكرهتش ولكن الظروف لا تسمح,negative,dialectal
الله يشافيك ويعافيك,positive,dialectal
اه ماشاء الله ,positive,dialectal
واعرة واعرة,positive,dialectal
تبليت بلية خايبة بهاد الاغنية ,negative,dialectal
ناظور عامر بزين ,positive,dialectal
فقدت الامل فيه صافي,negative,dialectal
صراحة عندنا زين فالمغرب,positive,dialectal
امولة زوينة عيد ميلاد سعيد ربي يعطيك كل مكتمناي فهاد العام ويفرح قلبك سمحي ليا جيت معطلة شوية ,positive,dialectal
الله يعطيك طول العمر,positive,dialectal
قهرتونا بالشفاوي,negative,dialectal
الله يوفقك,positive,dialectal
نبنيوهم بتبرعات المحسنيين بحال جوامع الناس المحسنين كتار الحمد لله,positive,dialectal
دابا متافقة معاك,positive,dialectal
ولاد الحرام,negative,dialectal
هاد التريد صدمني زعما غايكرن هادشي بصح,negative,dialectal
ماعرفتش جاتني زوينة من الوحدات للعشرات ,positive,dialectal
الله يصبر ميمات لبنات راه تيبقى فيا لحال فاش تنشوف شباب بحال هكا بهاد العقلية الخامجة الاجرامية,negative,dialectal
الله يرحموا ويوسع عليه يكفي انك تدعي ليه وتتصدق عليه,positive,dialectal
غنكون ماشي بكامل قواي العقلية الا جاوبتك نيت,negative,dialectal
الامر بحد ذاته مهول ميحتاجش يزيدو لمغاربة يهولوه,negative,dialectal
قتل بنادم بديك طريقة جاتك قليلة حشومة عليك,negative,dialectal
لم تكن بالبت رسالة الانسان في الارض نشر القتل والكراهية,negative,dialectal
ربي يعرضك خير بولادك,positive,dialectal
اش هاد لوقت لي وصلنا ليه كيفاش لواحد يذبح واحد اخر بكل برودة اعصاب شمن قلب عند هاد الناس هادشي مكيتصدقش,negative,dialectal
مال سورة التوبة كتقول شد وحدة اغتصبحا حيت نتا حيوان و باش تخفي جريمتك قتلها وقطعها ,negative,dialectal
الانجار الوحيد لي حققتيه وخصك تفرحي بيه حياتك كاملة هو انك عرفتيني,positive,dialectal
ثمن سنين مشات من حياتك بلى ماديري فيها شي حاجة,negative,dialectal
الله يكمل عليك,positive,dialectal
 شكون بحالك,positive,dialectal
كنحييك الله يوفقك ويسهل عليك,positive,dialectal
الله يسهل الامور,positive,dialectal
تبارك الله عليك,positive,dialectal
 بصحتك,positive,dialectal
الله يخليهم ليك ويسهل عليك بخدمة ,positive,dialectal
ربي يعاونك,positive,dialectal
الله يسسر الامور,positive,dialectal
فكريني فاش تسالي قرايتك نعاود نسولك الله يوفق,positive,dialectal
الله يفرحك بيهم,positive,dialectal
ربي يدير تاويل دلخير,positive,dialectal
الله يسهل الامور,positive,dialectal
ضرباتلي كلشي فالزيرو ,negative,dialectal
الله يوفقك,positive,dialectal
الله يسهل عليك ,positive,dialectal
ماشاء الله الله يسهل عليك ,positive,dialectal
 معجبونيش لكلمات جاني بحال شي فرنسوي يلاه بدا يتعلم العربية,negative,dialectal
ماشاء الله الله يرزقكم من عندوا,positive,dialectal
الله يسهل عليك,positive,dialectal
الله يفرحك بيهم,positive,dialectal
ان شاء الله الله يوفقك,positive,dialectal
الله يكتبها فمزان حسناتك ويرزقك لخير,positive,dialectal
الله يوفقك,positive,dialectal
العقبة للاجازة ,positive,dialectal
برافو عليك,positive,dialectal
التحدي هو لحل,positive,dialectal
برافو عليك الله يوفقك ويسسر الامور,positive,dialectal
مالك على هاد تشاؤم ,negative,dialectal
الله يصاوب الامور,positive,dialectal
هاد لقضية تستاهلي عليها تحية الله يسهل عليك ,positive,dialectal
الله يطول فالعمور,positive,dialectal
الله يرحموا اكيد كانو حجات بزاف فرحوك,positive,dialectal
برافو الله ييسر الامور,positive,dialectal
الله يفرحك بيها,positive,dialectal
ضروري هادي هي الحياة امل,positive,dialectal
رجولة الله يسر الامور,positive,dialectal
الله يرحمها ويوسع عليها والله يسسر ليك ,positive,dialectal
 ماشاء الله الله يدومها محبة,positive,dialectal
العين الاماراتي ثاني فريق عربي يتاهل لنهائي كاس العللم للاندية بعد الرجاء البيضاوي مبروك ,positive,dialectal
الله يشافيها يارب,positive,dialectal
