tweets,type,class
حبابي تسناوني غدا على ميدراديو مع الإعلامي هشام شبطيط على الساعة التاسعة مساء ,positive,dialectal
حبابي كنموت عليكم بغيتكم تبانو كاملين هنا الجيش المهذب ,positive,dialectal
وصلاتني هاد الحلوى هدية من عند شكرا بزاف وتبارك الله عليك ساندوها و لي بغاها تصاوب ليه شحاجة دخلو عندها ,positive,dialectal
أجمل إحساس فاش كنغني فأي بلاصة وتيجيو يتصورو معايا الناس الزوينين كنبغيكم بزاف وكنموت عليكم خليكم فجنبي حبابي ,positive,dialectal
أتقن عملك تحقق أملك ,positive,standard
هاي نهاركم مبروك وسلامي لهاد الفن الجميل لي كيكون فالشارع تحياتي الخالصة نسرين كتسلم عليكم ,positive,dialectal
انت خويا خويا بوگوص سمعو الأغنية كاملة كنتمنى تعجبكم,positive,dialectal
هاد السيد كنقدرو و كنحتارمو على الخدمة ديالو بالنسبة ليا من أحسن الناس لي كيديرو الحلاقة و الموضة زوروه وماغاديش تندمو شكرا جمال أكبر تحية ليك ,positive,dialectal
الموسيقى لاقاتني بناس زوينين و خايبين ناس كيبغيو ليا الخير وناس كيبغيو يطيحوني ناس كيشجعوني وناس كيحاربوني ولهذا كنبغي نقوليكم كنحبكم و كنموت عليكم خليكم معايا يا أغلى الناس ,positive,dialectal
أحسن رفيسة عمية بطريقة لالة زهرة,positive,dialectal
سلام وجوه الخير هاد الأغنية كنهديها لوليدات مدينة الجديدة لي ماتو الله يرحمهم وجمهور الدفاع الحسني الجديدي تحية ,positive,dialectal
هادشي لي مخليني نكمل ونتقاتل باش نوصل داكشي لي بغيت شكرا بزاف الحبيب كلام زوين فحقي صراحة دموعي بغاو يهبطو فاش سمعتو كملو المساندة ديالكم ليا عام ديال الكفاح و مازال أحبكم,positive,dialectal
الحمد لله كاين ناس زوينين كايبغيوني كنبغيكم بزاف والقادة أحلى حبابي ,positive,dialectal
مع الفنانة الجميلة المتواضعة,positive,standard
أول فنان مغربي يغني لأطفال الشوارع سمعو لميمة شنو قالت ليا,positive,dialectal
عمري فحياتي ننسا هاد النهار كانطلب المساعدة,negative,dialectal
حبابي أنا رجعت للإنتاج من بعد عامين كيف كتعرفو الموسيقى بوحدها فالمغرب منقدروش نعيشو بيها فلهذا إلا حتاجيتو أي حاجة فالسمعي البصري مرحبا بيكم تاصلو بيا أنا رهن إشارتكم ,positive,dialectal
الحمد لله كلشي داز مزيان كان جمهور فالمستوى شكرا ليكم بزاف على تشجيعاتكم شكرا لأعضاء الجمعية كااملين شكرا طارق أحرار رئيس الجمعية شكرا الأمن اكبر تحية ليكم كنبغيكم حبابي ,positive,dialectal
أجمل إحساس عندي فاش كنطلع فوق الخشبة وكنغني قدام بزاف ديال الناس و كيفرحو وكيغنيو معايا كنتمنى نكون ديما عدد حسن الظن ديالكم احبكم حبابي ,positive,dialectal
بوجه مكشوف زوج يتعرض لأبشع أنواع الخيانة,negative,standard
ركبت الفيل بوحدي في الغابة أحسن تجربة في حياتي,positive,standard
عيت ما نصبر ولكن عصبني هاد السيد تشا مالك,negative,dialectal
بلاد كحلة,negative,dialectal
حبابي آش باب ليكم فهاد الستيل نبدي نديرو مرة مرة ,positive,dialectal
أكبر تحية لأعز الناس لي كيبغيوني ,positive,dialectal
أحسن هدايا من عند احسن وليدات,positive,dialectal
تفاصيل الشاب اللي قتلوه بلا رحمة ولا شفقة,negative,dialectal
حققت حلمي و ذهبت لأجمل بلد في العالم ,positive,standard
شكرا لكم على رسائلكم في يوم ميلادي فرحة لاتوصف عندي أصدقاء مثلكم يحبونني وأحبهم وعائلتي كنموت عليكم ,positive,dialectal
شكرا ليكم كاااملين على الدعم ديالكم أحبكم وسأظل أحبكم خليكم فجنبي يا أغلى الناس دخلو شوفو آخر أعمالي هنايا وتابعوني باش يوصلكم الجديد ,positive,dialectal
كنبغي موسيقتي رغم الصعاب والعراقل لي كندوز غادي نكمل ونكافح وإنشاء الله بيكم نتوما غادي نوصل كنتمنى تكونو فجنبي أحبكم يا أغلى الناس ,positive,dialectal
هاد البنية عزيزة عليا بزاف وماماها الله يخليها ليها تحية واش عرفتوها الفاشنيستا الصغيرة محاسن شكرا جلال على الصور ,positive,dialectal
مشيت لأحسن شاطئ فالمغرب,positive,dialectal
شكرا بزااف نور الهدي والله يخلي ليكم جاد هادشي كيحفزني نزيد نخدم شكرا ليكم بزاف على الدعم ديالكم ديرو تانتوما ڤيديوات و صيفطوهالي الدار,positive,dialectal
سررت بلقائك أخي وصديقي الفنان حديفة شكرا على حسن الضيافة تطوان سيتي,positive,dialectal
الحمد لله كلشي داز مزيان تسناو الصور والڤيديو ومفاجئة زوينة ,positive,dialectal
استمتع بوقتك عيش حياتك كلشي فايت ,positive,dialectal
غادي طيح وتنوض ولاكن متشوفش وراك شوف قدامك وفكر إيجابي الطريق مازال طويلة سييييير ,positive,dialectal
غادي يجي واحد الوقت غادي تبقى هاد الصورة غير ذكرى كنموت عليكم ,positive,dialectal
الصيف صيف تحياتي ليكم حبابي ابن جرير,positive,dialectal
 لحضات لقائي ب زوجي بعد سنة ونصف سنعيش تحت سقف واحد,positive,dialectal
إنسان لاقاتني بيه الوقت صدفة ولاكن أصبح أعز صديق عندي بمثابة أخ انسان كيبغي الخير لغيرو طموح وعندو عزيمة و إرادة شكرا أخي مراد على الكل راك عزيز ,positive,dialectal
